id,sentence,aspects,aspectCategories,text
2864,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]","When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong."
1269,Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,"[{""term"": ""FOOD"", ""polarity"": ""neutral"", ""start"": ""71"", ""end"": ""75""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.
95,this is can became on e of the NY Italian Food fare institutions.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",this is can became on e of the NY Italian Food fare institutions.
2062,just got back from lunch at Tamarind and it was excellent.,"[{""term"": ""lunch"", ""polarity"": ""positive"", ""start"": ""19"", ""end"": ""24""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",just got back from lunch at Tamarind and it was excellent.
3557,"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.","[{""term"": ""food quality"", ""polarity"": ""positive"", ""start"": ""92"", ""end"": ""104""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's."
38,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).","[{""term"": ""man"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""7""}, {""term"": ""table"", ""polarity"": ""neutral"", ""start"": ""44"", ""end"": ""49""}, {""term"": ""table"", ""polarity"": ""negative"", ""start"": ""104"", ""end"": ""109""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around)."
1957,Try the cheesecake!,"[{""term"": ""cheesecake"", ""polarity"": ""positive"", ""start"": ""8"", ""end"": ""18""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Try the cheesecake!
1542,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,"[{""term"": ""food"", ""polarity"": ""negative"", ""start"": ""37"", ""end"": ""41""}, {""term"": ""employees"", ""polarity"": ""negative"", ""start"": ""90"", ""end"": ""99""}, {""term"": ""containers for condiments"", ""polarity"": ""negative"", ""start"": ""126"", ""end"": ""151""}, {""term"": ""containers"", ""polarity"": ""neutral"", ""start"": ""194"", ""end"": ""204""}, {""term"": ""manager"", ""polarity"": ""negative"", ""start"": ""46"", ""end"": ""53""}]","[{""category"": ""service"", ""polarity"": ""negative""}, {""category"": ""food"", ""polarity"": ""negative""}]",As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.
55,"David, Daytona Beach, FL",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]","David, Daytona Beach, FL"
168,Perhaps.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",Perhaps.
2328,Great Indian food and the service is incredible.,"[{""term"": ""Indian food"", ""polarity"": ""positive"", ""start"": ""6"", ""end"": ""17""}, {""term"": ""service"", ""polarity"": ""positive"", ""start"": ""26"", ""end"": ""33""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}]",Great Indian food and the service is incredible.
3644,Go here.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Go here.
1214,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.
1825,Rosario's is without a doubt one of the greatest pizzerias in existence.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Rosario's is without a doubt one of the greatest pizzerias in existence.
504,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.","[{""term"": ""Decor"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""5""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""30"", ""end"": ""34""}, {""term"": ""wine list"", ""polarity"": ""positive"", ""start"": ""86"", ""end"": ""95""}, {""term"": ""food"", ""polarity"": ""neutral"", ""start"": ""108"", ""end"": ""112""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]","Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well."
1853,"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","[{""term"": ""salmon dish"", ""polarity"": ""conflict"", ""start"": ""10"", ""end"": ""21""}, {""term"": ""flavor"", ""polarity"": ""negative"", ""start"": ""100"", ""end"": ""106""}, {""term"": ""price"", ""polarity"": ""neutral"", ""start"": ""53"", ""end"": ""58""}]","[{""category"": ""food"", ""polarity"": ""conflict""}]","I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor."
1538,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,"[{""term"": ""tuna melt"", ""polarity"": ""negative"", ""start"": ""13"", ""end"": ""22""}, {""term"": ""cheese"", ""polarity"": ""neutral"", ""start"": ""42"", ""end"": ""48""}, {""term"": ""tuna sandwich"", ""polarity"": ""negative"", ""start"": ""70"", ""end"": ""83""}]","[{""category"": ""food"", ""polarity"": ""negative""}]",We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.
2482,"Especially liked chicken tikka and the naan, and the dals.","[{""term"": ""chicken tikka"", ""polarity"": ""positive"", ""start"": ""17"", ""end"": ""30""}, {""term"": ""naan"", ""polarity"": ""positive"", ""start"": ""39"", ""end"": ""43""}, {""term"": ""dals"", ""polarity"": ""positive"", ""start"": ""53"", ""end"": ""57""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","Especially liked chicken tikka and the naan, and the dals."
791,The waiters were not attentive except that the bill turned up on the table before we were finished.,"[{""term"": ""waiters"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""11""}, {""term"": ""bill"", ""polarity"": ""negative"", ""start"": ""47"", ""end"": ""51""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",The waiters were not attentive except that the bill turned up on the table before we were finished.
998,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,"[{""term"": ""lawns"", ""polarity"": ""positive"", ""start"": ""46"", ""end"": ""51""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.
2872,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.","[{""term"": ""staff"", ""polarity"": ""conflict"", ""start"": ""89"", ""end"": ""94""}]","[{""category"": ""service"", ""polarity"": ""conflict""}]","My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story."
3281,We generally like good restaurants and eat out often but Kai was way to expensive for what we got.,[],"[{""category"": ""price"", ""polarity"": ""negative""}]",We generally like good restaurants and eat out often but Kai was way to expensive for what we got.
2213,What a great place.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",What a great place.
2607,The sangria was pretty tasty and good on a hot muggy day.,"[{""term"": ""sangria"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""11""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The sangria was pretty tasty and good on a hot muggy day.
1272,Don't eat here unless you're starving for thai food and you work next door.,"[{""term"": ""thai food"", ""polarity"": ""negative"", ""start"": ""42"", ""end"": ""51""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",Don't eat here unless you're starving for thai food and you work next door.
3369,This tiny Williamsburg spot is always pleasantly surprising.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",This tiny Williamsburg spot is always pleasantly surprising.
3578,"For the people who want great food plus great service, Roxy is a place to AVOID!","[{""term"": ""food"", ""polarity"": ""negative"", ""start"": ""30"", ""end"": ""34""}, {""term"": ""service"", ""polarity"": ""negative"", ""start"": ""46"", ""end"": ""53""}]","[{""category"": ""food"", ""polarity"": ""negative""}, {""category"": ""service"", ""polarity"": ""negative""}]","For the people who want great food plus great service, Roxy is a place to AVOID!"
572,I had the best ravioli ever.,"[{""term"": ""ravioli"", ""polarity"": ""positive"", ""start"": ""15"", ""end"": ""22""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",I had the best ravioli ever.
2500,"While the menu isn't especially groundbreaking, everything I've tried so far has been well-executed and tasty.","[{""term"": ""menu"", ""polarity"": ""conflict"", ""start"": ""10"", ""end"": ""14""}]","[{""category"": ""food"", ""polarity"": ""conflict""}]","While the menu isn't especially groundbreaking, everything I've tried so far has been well-executed and tasty."
45,Ive been here a bunch of times now and the service is always outstanding.,"[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""43"", ""end"": ""50""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",Ive been here a bunch of times now and the service is always outstanding.
2445,The bill is approximately $25 for 2 at lunch without drinks.,"[{""term"": ""bill"", ""polarity"": ""neutral"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""lunch"", ""polarity"": ""neutral"", ""start"": ""39"", ""end"": ""44""}, {""term"": ""drinks"", ""polarity"": ""neutral"", ""start"": ""53"", ""end"": ""59""}]","[{""category"": ""price"", ""polarity"": ""neutral""}]",The bill is approximately $25 for 2 at lunch without drinks.
3217,"Quite frankly, this is some of the worst sushi I have ever tried.","[{""term"": ""sushi"", ""polarity"": ""negative"", ""start"": ""41"", ""end"": ""46""}]","[{""category"": ""food"", ""polarity"": ""negative""}]","Quite frankly, this is some of the worst sushi I have ever tried."
1188,"The food is great, service is ok.","[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""service"", ""polarity"": ""neutral"", ""start"": ""19"", ""end"": ""26""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""neutral""}]","The food is great, service is ok."
1973,"The overall price tag was very very expensive, something I did expect.","[{""term"": ""price tag"", ""polarity"": ""negative"", ""start"": ""12"", ""end"": ""21""}]","[{""category"": ""price"", ""polarity"": ""negative""}]","The overall price tag was very very expensive, something I did expect."
1334,"By the time we were done, it was past 1:00am.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]","By the time we were done, it was past 1:00am."
2392,"Spice is great Thai food, love the inexpensive appetizers.","[{""term"": ""Thai food"", ""polarity"": ""positive"", ""start"": ""15"", ""end"": ""24""}, {""term"": ""appetizers"", ""polarity"": ""positive"", ""start"": ""47"", ""end"": ""57""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]","Spice is great Thai food, love the inexpensive appetizers."
1791,"Read all the other review, they'll confirm it.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]","Read all the other review, they'll confirm it."
1044,Even after they overcharged me the last time I was there.,[],"[{""category"": ""service"", ""polarity"": ""negative""}]",Even after they overcharged me the last time I was there.
925,The service was attentive.,"[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""11""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",The service was attentive.
1828,"He not only makes his own homemade mozzarella, but every pie is ultra fresh.","[{""term"": ""mozzarella"", ""polarity"": ""positive"", ""start"": ""35"", ""end"": ""45""}, {""term"": ""pie"", ""polarity"": ""positive"", ""start"": ""57"", ""end"": ""60""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","He not only makes his own homemade mozzarella, but every pie is ultra fresh."
2363,Fish was overdone.,"[{""term"": ""Fish"", ""polarity"": ""negative"", ""start"": ""0"", ""end"": ""4""}]","[{""category"": ""food"", ""polarity"": ""negative""}]",Fish was overdone.
327,"Great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""conflict""}]","Great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like."
2831,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","[{""term"": ""main dining room"", ""polarity"": ""positive"", ""start"": ""29"", ""end"": ""45""}, {""term"": ""ceiling"", ""polarity"": ""positive"", ""start"": ""90"", ""end"": ""97""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]","When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
2479,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,"[{""term"": ""menu selections"", ""polarity"": ""positive"", ""start"": ""81"", ""end"": ""96""}, {""term"": ""service"", ""polarity"": ""positive"", ""start"": ""101"", ""end"": ""108""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}]",We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.
1374,I have been twice to this restaurant.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",I have been twice to this restaurant.
985,also make sure you pay attention to the music being piped in - quite a weird selection.,"[{""term"": ""music"", ""polarity"": ""neutral"", ""start"": ""40"", ""end"": ""45""}]","[{""category"": ""ambience"", ""polarity"": ""neutral""}]",also make sure you pay attention to the music being piped in - quite a weird selection.
3061,You could get a much better dining experience for the same amount of money in a lot of other French Bistros.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",You could get a much better dining experience for the same amount of money in a lot of other French Bistros.
1843,The establishment scores big points in presentation and style.,"[{""term"": ""establishment"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""17""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",The establishment scores big points in presentation and style.
2102,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.","[{""term"": ""dim sum"", ""polarity"": ""conflict"", ""start"": ""16"", ""end"": ""23""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""negative""}]","The rest of the dim sum, though pricey by Chinatown standards, is worth it."
2149,Good food.,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""5"", ""end"": ""9""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Good food.
964,"The wait staff is very friendly, if not overly efficient.","[{""term"": ""wait staff"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""14""}]","[{""category"": ""service"", ""polarity"": ""positive""}]","The wait staff is very friendly, if not overly efficient."
748,Surprisingly nothing could be further from the truth.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Surprisingly nothing could be further from the truth.
766,The dim sum however was very good.,"[{""term"": ""dim sum"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""11""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The dim sum however was very good.
2674,It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.
2501,Service has always been friendly and efficient.,"[{""term"": ""Service"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""7""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",Service has always been friendly and efficient.
2222,Went there and had a combination of different seafood dishes and appetizers.,"[{""term"": ""seafood dishes"", ""polarity"": ""neutral"", ""start"": ""46"", ""end"": ""60""}, {""term"": ""appetizers"", ""polarity"": ""neutral"", ""start"": ""65"", ""end"": ""75""}]","[{""category"": ""food"", ""polarity"": ""neutral""}]",Went there and had a combination of different seafood dishes and appetizers.
2786,Its a great place for a casual date or to entertain clients for lunch.,"[{""term"": ""lunch"", ""polarity"": ""neutral"", ""start"": ""64"", ""end"": ""69""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Its a great place for a casual date or to entertain clients for lunch.
773,All we received was an apology as we left to see our show without dinner.,"[{""term"": ""dinner"", ""polarity"": ""neutral"", ""start"": ""66"", ""end"": ""72""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",All we received was an apology as we left to see our show without dinner.
368,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,"[{""term"": ""bottle of wine"", ""polarity"": ""neutral"", ""start"": ""84"", ""end"": ""98""}, {""term"": ""grapes"", ""polarity"": ""neutral"", ""start"": ""45"", ""end"": ""51""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.
994,Prices are very good.,"[{""term"": ""Prices"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""6""}]","[{""category"": ""price"", ""polarity"": ""positive""}]",Prices are very good.
366,"We could not catch our waiter's eye, and he ignored us.","[{""term"": ""waiter"", ""polarity"": ""negative"", ""start"": ""23"", ""end"": ""29""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","We could not catch our waiter's eye, and he ignored us."
3075,Fantastic place.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Fantastic place.
1270,Plain and simple it's bad thai food.,"[{""term"": ""thai food"", ""polarity"": ""negative"", ""start"": ""26"", ""end"": ""35""}]","[{""category"": ""food"", ""polarity"": ""negative""}]",Plain and simple it's bad thai food.
3664,Definitely not a restaurant to skip!,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Definitely not a restaurant to skip!
3128,They refuse to seat parties of 3 or more on weekends.,[],"[{""category"": ""service"", ""polarity"": ""negative""}]",They refuse to seat parties of 3 or more on weekends.
2097,Usually 3 vs. 4 items per dish.,"[{""term"": ""dish"", ""polarity"": ""neutral"", ""start"": ""26"", ""end"": ""30""}]","[{""category"": ""food"", ""polarity"": ""neutral""}]",Usually 3 vs. 4 items per dish.
1705,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.","[{""term"": ""burger"", ""polarity"": ""positive"", ""start"": ""41"", ""end"": ""47""}, {""term"": ""pastas"", ""polarity"": ""positive"", ""start"": ""61"", ""end"": ""67""}, {""term"": ""food"", ""polarity"": ""neutral"", ""start"": ""74"", ""end"": ""78""}, {""term"": ""staples"", ""polarity"": ""positive"", ""start"": ""14"", ""end"": ""21""}]","[{""category"": ""food"", ""polarity"": ""conflict""}]","While certain staples are excellent (the burger, some of the pastas), the food is not really the point."
3145,"The Dim Sum was so-so, but not spectacular.","[{""term"": ""Dim Sum"", ""polarity"": ""neutral"", ""start"": ""4"", ""end"": ""11""}]","[{""category"": ""food"", ""polarity"": ""neutral""}]","The Dim Sum was so-so, but not spectacular."
790,The food was so-so.,"[{""term"": ""food"", ""polarity"": ""neutral"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""neutral""}]",The food was so-so.
9,"The waitress, seems to be more concerned of looking good than actually waitressing.","[{""term"": ""waitress"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""12""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","The waitress, seems to be more concerned of looking good than actually waitressing."
3085,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.","[{""term"": ""seating"", ""polarity"": ""positive"", ""start"": ""52"", ""end"": ""59""}, {""term"": ""bar"", ""polarity"": ""positive"", ""start"": ""90"", ""end"": ""93""}, {""term"": ""place"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]","The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention."
1448,What a ripoff!,[],"[{""category"": ""price"", ""polarity"": ""negative""}]",What a ripoff!
1933,Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,"[{""term"": ""dinner"", ""polarity"": ""neutral"", ""start"": ""41"", ""end"": ""47""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Threw my fiance's surprise 30th birthday dinner here couldn't be happier.
1661,You can do it here.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",You can do it here.
1817,Food-awesome.,"[{""term"": ""Food"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""4""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Food-awesome.
2512,"good music, great food, speedy service affordable prices.","[{""term"": ""music"", ""polarity"": ""positive"", ""start"": ""5"", ""end"": ""10""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""18"", ""end"": ""22""}, {""term"": ""service"", ""polarity"": ""positive"", ""start"": ""31"", ""end"": ""38""}, {""term"": ""prices"", ""polarity"": ""positive"", ""start"": ""50"", ""end"": ""56""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]","good music, great food, speedy service affordable prices."
1749,"There was a small wait, but shorter than I expected.","[{""term"": ""wait"", ""polarity"": ""conflict"", ""start"": ""18"", ""end"": ""22""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""conflict""}]","There was a small wait, but shorter than I expected."
3441,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,"[{""term"": ""lobster sandwich"", ""polarity"": ""conflict"", ""start"": ""4"", ""end"": ""20""}, {""term"": ""price"", ""polarity"": ""negative"", ""start"": ""94"", ""end"": ""99""}]","[{""category"": ""price"", ""polarity"": ""negative""}, {""category"": ""food"", ""polarity"": ""conflict""}]",The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.
3260,"May, the owner always has a smile on her and will warmly greet you.","[{""term"": ""owner"", ""polarity"": ""positive"", ""start"": ""9"", ""end"": ""14""}]","[{""category"": ""service"", ""polarity"": ""positive""}]","May, the owner always has a smile on her and will warmly greet you."
2910,I've lived in NY for 5 years and this place has it all.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I've lived in NY for 5 years and this place has it all.
76,I just read Mocaramel's review and felt compelled to respond.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",I just read Mocaramel's review and felt compelled to respond.
1971,The sides were ok and incredibly salty.,"[{""term"": ""sides"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""9""}]","[{""category"": ""food"", ""polarity"": ""negative""}]",The sides were ok and incredibly salty.
1286,It hits the spot every time,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",It hits the spot every time
797,"For some reason, all the seafood on the menu was unavailable except for the Salmon.","[{""term"": ""seafood"", ""polarity"": ""negative"", ""start"": ""25"", ""end"": ""32""}, {""term"": ""menu"", ""polarity"": ""negative"", ""start"": ""40"", ""end"": ""44""}, {""term"": ""Salmon"", ""polarity"": ""neutral"", ""start"": ""76"", ""end"": ""82""}]","[{""category"": ""food"", ""polarity"": ""negative""}]","For some reason, all the seafood on the menu was unavailable except for the Salmon."
2315,"Not a large place, but it's cute and cozy.","[{""term"": ""place"", ""polarity"": ""conflict"", ""start"": ""12"", ""end"": ""17""}]","[{""category"": ""ambience"", ""polarity"": ""conflict""}]","Not a large place, but it's cute and cozy."
344,Don't be fooled by crowds of people.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",Don't be fooled by crowds of people.
1990,and there's no way out.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",and there's no way out.
2900,"The beverages were excellent, and the dessert was good.","[{""term"": ""beverages"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""13""}, {""term"": ""dessert"", ""polarity"": ""positive"", ""start"": ""38"", ""end"": ""45""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","The beverages were excellent, and the dessert was good."
3122,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,"[{""term"": ""hostess"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""11""}, {""term"": ""waitress"", ""polarity"": ""negative"", ""start"": ""20"", ""end"": ""28""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",The hostess and the waitress were incredibly rude and did everything they could to rush us out.
719,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.","[{""term"": ""Asian appetizers"", ""polarity"": ""positive"", ""start"": ""74"", ""end"": ""90""}, {""term"": ""drinks"", ""polarity"": ""positive"", ""start"": ""95"", ""end"": ""101""}]","[{""category"": ""food"", ""polarity"": ""conflict""}]","Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks."
3669,"Please if your thinking about it go, and stay the wait you won't be disappointed.","[{""term"": ""wait"", ""polarity"": ""negative"", ""start"": ""50"", ""end"": ""54""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""conflict""}]","Please if your thinking about it go, and stay the wait you won't be disappointed."
3295,I must say the view of NYC is so beautiful!,"[{""term"": ""view"", ""polarity"": ""positive"", ""start"": ""15"", ""end"": ""19""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",I must say the view of NYC is so beautiful!
1130,"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.","[{""term"": ""meal"", ""polarity"": ""positive"", ""start"": ""35"", ""end"": ""39""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope."
2896,"When going out for a nice dinner, I like a nice ambiance as well as very good food.","[{""term"": ""dinner"", ""polarity"": ""positive"", ""start"": ""26"", ""end"": ""32""}, {""term"": ""ambiance"", ""polarity"": ""positive"", ""start"": ""48"", ""end"": ""56""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""78"", ""end"": ""82""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]","When going out for a nice dinner, I like a nice ambiance as well as very good food."
2299,"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]","For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out."
1652,"Otherwise, this place has great service and prices and a nice friendly atmosphere.","[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""32"", ""end"": ""39""}, {""term"": ""prices"", ""polarity"": ""positive"", ""start"": ""44"", ""end"": ""50""}, {""term"": ""atmosphere"", ""polarity"": ""positive"", ""start"": ""71"", ""end"": ""81""}]","[{""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]","Otherwise, this place has great service and prices and a nice friendly atmosphere."
2128,Highly recommend this as great value for excellent sushi and service.,"[{""term"": ""sushi"", ""polarity"": ""positive"", ""start"": ""51"", ""end"": ""56""}, {""term"": ""service"", ""polarity"": ""positive"", ""start"": ""61"", ""end"": ""68""}, {""term"": ""value"", ""polarity"": ""positive"", ""start"": ""31"", ""end"": ""36""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]",Highly recommend this as great value for excellent sushi and service.
2835,This place would be so much better served by being run by a group that actually understands customer service.,"[{""term"": ""service"", ""polarity"": ""negative"", ""start"": ""101"", ""end"": ""108""}, {""term"": ""served"", ""polarity"": ""negative"", ""start"": ""35"", ""end"": ""41""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",This place would be so much better served by being run by a group that actually understands customer service.
