id,sentence,aspects,aspectCategories,text,sentence_cleaned,sentence_tokens,sentence_no_stopwords,sentence_lemmatized,sentence_final
3194,"am not experienced person it come to thai food , but my friend took me is .","[{""term"": ""Thai food"", ""polarity"": ""neutral"", ""start"": ""54"", ""end"": ""63""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]","am not experienced person it come to thai food , but my friend took me is .","i am not the most experienced person when it comes to thai food, but my friend who took me there is.","['am', 'not', 'the', 'most', 'experienced', 'person', 'when', 'it', 'comes', 'to', 'thai', 'food', ',', 'but', 'my', 'friend', 'who', 'took', 'me', 'there', 'is', '.']","['am', 'not', 'experienced', 'person', 'it', 'comes', 'to', 'thai', 'food', ',', 'but', 'my', 'friend', 'took', 'me', 'is', '.']","['am', 'not', 'experienced', 'person', 'it', 'come', 'to', 'thai', 'food', ',', 'but', 'my', 'friend', 'took', 'me', 'is', '.']","am not experienced person it come to thai food , but my friend took me is ."
688,think would be pretty good if it not so overpriced overrated .,[],"[{""category"": ""price"", ""polarity"": ""negative""}]",think would be pretty good if it not so overpriced overrated .,i think this would be a pretty good spot if it were not so overpriced and overrated.,"['think', 'this', 'would', 'be', 'pretty', 'good', 'spot', 'if', 'it', 'were', 'not', 'so', 'overpriced', 'and', 'overrated', '.']","['think', 'would', 'be', 'pretty', 'good', 'if', 'it', 'not', 'so', 'overpriced', 'overrated', '.']","['think', 'would', 'be', 'pretty', 'good', 'if', 'it', 'not', 'so', 'overpriced', 'overrated', '.']",think would be pretty good if it not so overpriced overrated .
2393,regardless of whether two people or two hundred people ahead of hostess take name tell five minute .,"[{""term"": ""hostess"", ""polarity"": ""positive"", ""start"": ""82"", ""end"": ""89""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",regardless of whether two people or two hundred people ahead of hostess take name tell five minute .,regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes.,"['regardless', 'of', 'whether', 'there', 'are', 'two', 'people', 'or', 'two', 'hundred', 'people', 'ahead', 'of', 'you', 'the', 'hostess', 'will', 'take', 'your', 'name', 'and', 'tell', 'you', 'five', 'minutes', '.']","['regardless', 'of', 'whether', 'two', 'people', 'or', 'two', 'hundred', 'people', 'ahead', 'of', 'hostess', 'take', 'name', 'tell', 'five', 'minutes', '.']","['regardless', 'of', 'whether', 'two', 'people', 'or', 'two', 'hundred', 'people', 'ahead', 'of', 'hostess', 'take', 'name', 'tell', 'five', 'minute', '.']",regardless of whether two people or two hundred people ahead of hostess take name tell five minute .
1278,pizza is good though .,"[{""term"": ""pizza"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",pizza is good though .,the pizza is good though.,"['the', 'pizza', 'is', 'good', 'though', '.']","['pizza', 'is', 'good', 'though', '.']","['pizza', 'is', 'good', 'though', '.']",pizza is good though .
2201,bottle of wine cheap good .,"[{""term"": ""bottles of wine"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""15""}]","[{""category"": ""price"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}]",bottle of wine cheap good .,bottles of wine are cheap and good.,"['bottles', 'of', 'wine', 'are', 'cheap', 'and', 'good', '.']","['bottles', 'of', 'wine', 'cheap', 'good', '.']","['bottle', 'of', 'wine', 'cheap', 'good', '.']",bottle of wine cheap good .
624,not be disapointed at .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",not be disapointed at .,you will not be disapointed at all.,"['you', 'will', 'not', 'be', 'disapointed', 'at', 'all', '.']","['not', 'be', 'disapointed', 'at', '.']","['not', 'be', 'disapointed', 'at', '.']",not be disapointed at .
3252,walk in risky .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",walk in risky .,walk ins are risky too.,"['walk', 'ins', 'are', 'risky', 'too', '.']","['walk', 'ins', 'risky', '.']","['walk', 'in', 'risky', '.']",walk in risky .
620,"different beer to offer thier guest so made my husband happy food delicious , if must recommend dish it must be pumkin tortelini .","[{""term"": ""beers"", ""polarity"": ""positive"", ""start"": ""28"", ""end"": ""33""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""98"", ""end"": ""102""}, {""term"": ""pumkin tortelini"", ""polarity"": ""positive"", ""start"": ""160"", ""end"": ""176""}, {""term"": ""dish"", ""polarity"": ""positive"", ""start"": ""140"", ""end"": ""144""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","different beer to offer thier guest so made my husband happy food delicious , if must recommend dish it must be pumkin tortelini .","the have over different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.","['the', 'have', 'over', 'different', 'beers', 'to', 'offer', 'thier', 'guest', 'so', 'that', 'made', 'my', 'husband', 'very', 'happy', 'and', 'the', 'food', 'was', 'delicious', ',', 'if', 'must', 'recommend', 'dish', 'it', 'must', 'be', 'the', 'pumkin', 'tortelini', '.']","['different', 'beers', 'to', 'offer', 'thier', 'guest', 'so', 'made', 'my', 'husband', 'happy', 'food', 'delicious', ',', 'if', 'must', 'recommend', 'dish', 'it', 'must', 'be', 'pumkin', 'tortelini', '.']","['different', 'beer', 'to', 'offer', 'thier', 'guest', 'so', 'made', 'my', 'husband', 'happy', 'food', 'delicious', ',', 'if', 'must', 'recommend', 'dish', 'it', 'must', 'be', 'pumkin', 'tortelini', '.']","different beer to offer thier guest so made my husband happy food delicious , if must recommend dish it must be pumkin tortelini ."
3541,give u dinner special we asked it .,"[{""term"": ""dinner special"", ""polarity"": ""negative"", ""start"": ""24"", ""end"": ""38""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",give u dinner special we asked it .,they didn t give us the dinner special until we asked for it.,"['they', 'didn', 'give', 'us', 'the', 'dinner', 'special', 'until', 'we', 'asked', 'for', 'it', '.']","['give', 'us', 'dinner', 'special', 'we', 'asked', 'it', '.']","['give', 'u', 'dinner', 'special', 'we', 'asked', 'it', '.']",give u dinner special we asked it .
865,must crabmeat lasagna is of world chocolate bread pudding dessert .,"[{""term"": ""crabmeat lasagna"", ""polarity"": ""positive"", ""start"": ""18"", ""end"": ""34""}, {""term"": ""chocolate bread pudding"", ""polarity"": ""positive"", ""start"": ""70"", ""end"": ""93""}, {""term"": ""dessert"", ""polarity"": ""positive"", ""start"": ""98"", ""end"": ""105""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",must crabmeat lasagna is of world chocolate bread pudding dessert .,you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,"['you', 'must', 'have', 'the', 'crabmeat', 'lasagna', 'which', 'is', 'out', 'of', 'this', 'world', 'and', 'the', 'chocolate', 'bread', 'pudding', 'for', 'dessert', '.']","['must', 'crabmeat', 'lasagna', 'is', 'of', 'world', 'chocolate', 'bread', 'pudding', 'dessert', '.']","['must', 'crabmeat', 'lasagna', 'is', 'of', 'world', 'chocolate', 'bread', 'pudding', 'dessert', '.']",must crabmeat lasagna is of world chocolate bread pudding dessert .
375,"word of advice , save room pasta dish never leave ve tiramisu .","[{""term"": ""pasta dishes"", ""polarity"": ""positive"", ""start"": ""30"", ""end"": ""42""}, {""term"": ""tiramisu"", ""polarity"": ""positive"", ""start"": ""80"", ""end"": ""88""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","word of advice , save room pasta dish never leave ve tiramisu .","word of advice, save room for pasta dishes and never leave until you ve had the tiramisu.","['word', 'of', 'advice', ',', 'save', 'room', 'for', 'pasta', 'dishes', 'and', 'never', 'leave', 'until', 'you', 've', 'had', 'the', 'tiramisu', '.']","['word', 'of', 'advice', ',', 'save', 'room', 'pasta', 'dishes', 'never', 'leave', 've', 'tiramisu', '.']","['word', 'of', 'advice', ',', 'save', 'room', 'pasta', 'dish', 'never', 'leave', 've', 'tiramisu', '.']","word of advice , save room pasta dish never leave ve tiramisu ."
2126,good service good price .,"[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""10"", ""end"": ""17""}, {""term"": ""prices"", ""polarity"": ""positive"", ""start"": ""32"", ""end"": ""38""}]","[{""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]",good service good price .,very good service and very good prices.,"['very', 'good', 'service', 'and', 'very', 'good', 'prices', '.']","['good', 'service', 'good', 'prices', '.']","['good', 'service', 'good', 'price', '.']",good service good price .
2078,recently went to co worker lunch an amazing time .,"[{""term"": ""lunch"", ""polarity"": ""neutral"", ""start"": ""60"", ""end"": ""65""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",recently went to co worker lunch an amazing time .,i recently went to this restaurant with some co workers for lunch and had an amazing time.,"['recently', 'went', 'to', 'this', 'restaurant', 'with', 'some', 'co', 'workers', 'for', 'lunch', 'and', 'had', 'an', 'amazing', 'time', '.']","['recently', 'went', 'to', 'co', 'workers', 'lunch', 'an', 'amazing', 'time', '.']","['recently', 'went', 'to', 'co', 'worker', 'lunch', 'an', 'amazing', 'time', '.']",recently went to co worker lunch an amazing time .
846,"service impeccable unobtrusive staff know to do to know menu , present meal , attend to need .","[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""11""}, {""term"": ""staff"", ""polarity"": ""positive"", ""start"": ""50"", ""end"": ""55""}, {""term"": ""menu"", ""polarity"": ""neutral"", ""start"": ""105"", ""end"": ""109""}, {""term"": ""meal"", ""polarity"": ""neutral"", ""start"": ""124"", ""end"": ""128""}]","[{""category"": ""service"", ""polarity"": ""positive""}]","service impeccable unobtrusive staff know to do to know menu , present meal , attend to need .","the service was impeccable and unobtrusive the staff knows what they are there to do to know their menu, present your meal, and attend to your needs.","['the', 'service', 'was', 'impeccable', 'and', 'unobtrusive', 'the', 'staff', 'knows', 'what', 'they', 'are', 'there', 'to', 'do', 'to', 'know', 'their', 'menu', ',', 'present', 'your', 'meal', ',', 'and', 'attend', 'to', 'your', 'needs', '.']","['service', 'impeccable', 'unobtrusive', 'staff', 'knows', 'to', 'do', 'to', 'know', 'menu', ',', 'present', 'meal', ',', 'attend', 'to', 'needs', '.']","['service', 'impeccable', 'unobtrusive', 'staff', 'know', 'to', 'do', 'to', 'know', 'menu', ',', 'present', 'meal', ',', 'attend', 'to', 'need', '.']","service impeccable unobtrusive staff know to do to know menu , present meal , attend to need ."
2158,es bagel either by sty town or midtown is by far best bagel in ny .,"[{""term"": ""bagel"", ""polarity"": ""positive"", ""start"": ""63"", ""end"": ""68""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",es bagel either by sty town or midtown is by far best bagel in ny .,ess a bagel either by sty town or midtown is by far the best bagel in ny.,"['ess', 'bagel', 'either', 'by', 'sty', 'town', 'or', 'midtown', 'is', 'by', 'far', 'the', 'best', 'bagel', 'in', 'ny', '.']","['ess', 'bagel', 'either', 'by', 'sty', 'town', 'or', 'midtown', 'is', 'by', 'far', 'best', 'bagel', 'in', 'ny', '.']","['es', 'bagel', 'either', 'by', 'sty', 'town', 'or', 'midtown', 'is', 'by', 'far', 'best', 'bagel', 'in', 'ny', '.']",es bagel either by sty town or midtown is by far best bagel in ny .
1578,food great !,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",food great !,our food was great too!,"['our', 'food', 'was', 'great', 'too', '!']","['food', 'great', '!']","['food', 'great', '!']",food great !
1282,open late well a late a ever got night person,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",open late well a late a ever got night person,open late well as late as i ever got there and i m a night person,"['open', 'late', 'well', 'as', 'late', 'as', 'ever', 'got', 'there', 'and', 'night', 'person']","['open', 'late', 'well', 'as', 'late', 'as', 'ever', 'got', 'night', 'person']","['open', 'late', 'well', 'a', 'late', 'a', 'ever', 'got', 'night', 'person']",open late well a late a ever got night person
1319,"annoying thing , though , is fact server seem to be trained to drive revenue .","[{""term"": ""servers"", ""polarity"": ""negative"", ""start"": ""54"", ""end"": ""61""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","annoying thing , though , is fact server seem to be trained to drive revenue .","the most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.","['the', 'most', 'annoying', 'thing', ',', 'though', ',', 'is', 'the', 'fact', 'that', 'the', 'servers', 'seem', 'to', 'be', 'trained', 'to', 'drive', 'revenue', '.']","['annoying', 'thing', ',', 'though', ',', 'is', 'fact', 'servers', 'seem', 'to', 'be', 'trained', 'to', 'drive', 'revenue', '.']","['annoying', 'thing', ',', 'though', ',', 'is', 'fact', 'server', 'seem', 'to', 'be', 'trained', 'to', 'drive', 'revenue', '.']","annoying thing , though , is fact server seem to be trained to drive revenue ."
1175,"get food to go , find bench , kick back plate of dumpling .","[{""term"": ""food"", ""polarity"": ""neutral"", ""start"": ""9"", ""end"": ""13""}, {""term"": ""plate of dumplings"", ""polarity"": ""positive"", ""start"": ""56"", ""end"": ""74""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","get food to go , find bench , kick back plate of dumpling .","get your food to go, find a bench, and kick back with a plate of dumplings.","['get', 'your', 'food', 'to', 'go', ',', 'find', 'bench', ',', 'and', 'kick', 'back', 'with', 'plate', 'of', 'dumplings', '.']","['get', 'food', 'to', 'go', ',', 'find', 'bench', ',', 'kick', 'back', 'plate', 'of', 'dumplings', '.']","['get', 'food', 'to', 'go', ',', 'find', 'bench', ',', 'kick', 'back', 'plate', 'of', 'dumpling', '.']","get food to go , find bench , kick back plate of dumpling ."
1115,"please try filet mignon , tender piece ever .","[{""term"": ""Filet Mignon"", ""polarity"": ""positive"", ""start"": ""15"", ""end"": ""27""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","please try filet mignon , tender piece ever .","please try the filet mignon, its just the most tender piece ever.","['please', 'try', 'the', 'filet', 'mignon', ',', 'its', 'just', 'the', 'most', 'tender', 'piece', 'ever', '.']","['please', 'try', 'filet', 'mignon', ',', 'tender', 'piece', 'ever', '.']","['please', 'try', 'filet', 'mignon', ',', 'tender', 'piece', 'ever', '.']","please try filet mignon , tender piece ever ."
3396,"everything we pretty good , but we .",[],"[{""category"": ""food"", ""polarity"": ""positive""}]","everything we pretty good , but we .","everything we had was pretty good, but we have only been there once.","['everything', 'we', 'had', 'was', 'pretty', 'good', ',', 'but', 'we', 'have', 'only', 'been', 'there', 'once', '.']","['everything', 'we', 'pretty', 'good', ',', 'but', 'we', '.']","['everything', 'we', 'pretty', 'good', ',', 'but', 'we', '.']","everything we pretty good , but we ."
34,"we still sitting at bar we drank sangria , but facing away bar we turned back around , gone people next to u said bartender took it .","[{""term"": ""sangria"", ""polarity"": ""neutral"", ""start"": ""52"", ""end"": ""59""}, {""term"": ""bar"", ""polarity"": ""neutral"", ""start"": ""29"", ""end"": ""32""}, {""term"": ""bar"", ""polarity"": ""neutral"", ""start"": ""86"", ""end"": ""89""}, {""term"": ""bartender"", ""polarity"": ""negative"", ""start"": ""165"", ""end"": ""174""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]","we still sitting at bar we drank sangria , but facing away bar we turned back around , gone people next to u said bartender took it .","we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the was gone the people next to us said the bartender took it.","['we', 'were', 'still', 'sitting', 'at', 'the', 'bar', 'while', 'we', 'drank', 'the', 'sangria', ',', 'but', 'facing', 'away', 'from', 'the', 'bar', 'when', 'we', 'turned', 'back', 'around', ',', 'the', 'was', 'gone', 'the', 'people', 'next', 'to', 'us', 'said', 'the', 'bartender', 'took', 'it', '.']","['we', 'still', 'sitting', 'at', 'bar', 'we', 'drank', 'sangria', ',', 'but', 'facing', 'away', 'bar', 'we', 'turned', 'back', 'around', ',', 'gone', 'people', 'next', 'to', 'us', 'said', 'bartender', 'took', 'it', '.']","['we', 'still', 'sitting', 'at', 'bar', 'we', 'drank', 'sangria', ',', 'but', 'facing', 'away', 'bar', 'we', 'turned', 'back', 'around', ',', 'gone', 'people', 'next', 'to', 'u', 'said', 'bartender', 'took', 'it', '.']","we still sitting at bar we drank sangria , but facing away bar we turned back around , gone people next to u said bartender took it ."
798,something busy holiday party .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",something busy holiday party .,something about them being busy with holiday party s.,"['something', 'about', 'them', 'being', 'busy', 'with', 'holiday', 'party', '.']","['something', 'busy', 'holiday', 'party', '.']","['something', 'busy', 'holiday', 'party', '.']",something busy holiday party .
395,sake menu not be overlooked !,"[{""term"": ""sake menu"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""13""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",sake menu not be overlooked !,the sake menu should not be overlooked!,"['the', 'sake', 'menu', 'should', 'not', 'be', 'overlooked', '!']","['sake', 'menu', 'not', 'be', 'overlooked', '!']","['sake', 'menu', 'not', 'be', 'overlooked', '!']",sake menu not be overlooked !
1838,would highly recommend .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",would highly recommend .,i would highly recommend.,"['would', 'highly', 'recommend', '.']","['would', 'highly', 'recommend', '.']","['would', 'highly', 'recommend', '.']",would highly recommend .
176,is great .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",is great .,this place is great.,"['this', 'place', 'is', 'great', '.']","['is', 'great', '.']","['is', 'great', '.']",is great .
3102,drink amazing half till pm .,"[{""term"": ""drinks"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""10""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]",drink amazing half till pm .,the drinks are amazing and half off till pm.,"['the', 'drinks', 'are', 'amazing', 'and', 'half', 'off', 'till', 'pm', '.']","['drinks', 'amazing', 'half', 'till', 'pm', '.']","['drink', 'amazing', 'half', 'till', 'pm', '.']",drink amazing half till pm .
984,ve back to nha trang literally hundred time beef cube re good .,"[{""term"": ""beef cubes"", ""polarity"": ""positive"", ""start"": ""62"", ""end"": ""72""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",ve back to nha trang literally hundred time beef cube re good .,i ve been back to nha trang literally a hundred times for the beef cubes they re that good.,"['ve', 'been', 'back', 'to', 'nha', 'trang', 'literally', 'hundred', 'times', 'for', 'the', 'beef', 'cubes', 'they', 're', 'that', 'good', '.']","['ve', 'back', 'to', 'nha', 'trang', 'literally', 'hundred', 'times', 'beef', 'cubes', 're', 'good', '.']","['ve', 'back', 'to', 'nha', 'trang', 'literally', 'hundred', 'time', 'beef', 'cube', 're', 'good', '.']",ve back to nha trang literally hundred time beef cube re good .
2138,"so many poor experience to be in theater district , is truly an excellent find !",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","so many poor experience to be in theater district , is truly an excellent find !","with so many poor experiences to be had in the theater district, is truly an excellent find!","['with', 'so', 'many', 'poor', 'experiences', 'to', 'be', 'had', 'in', 'the', 'theater', 'district', ',', 'is', 'truly', 'an', 'excellent', 'find', '!']","['so', 'many', 'poor', 'experiences', 'to', 'be', 'in', 'theater', 'district', ',', 'is', 'truly', 'an', 'excellent', 'find', '!']","['so', 'many', 'poor', 'experience', 'to', 'be', 'in', 'theater', 'district', ',', 'is', 'truly', 'an', 'excellent', 'find', '!']","so many poor experience to be in theater district , is truly an excellent find !"
1472,got to be one of overrated restaurant in brooklyn .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",got to be one of overrated restaurant in brooklyn .,this has got to be one of the most overrated restaurants in brooklyn.,"['this', 'has', 'got', 'to', 'be', 'one', 'of', 'the', 'most', 'overrated', 'restaurants', 'in', 'brooklyn', '.']","['got', 'to', 'be', 'one', 'of', 'overrated', 'restaurants', 'in', 'brooklyn', '.']","['got', 'to', 'be', 'one', 'of', 'overrated', 'restaurant', 'in', 'brooklyn', '.']",got to be one of overrated restaurant in brooklyn .
1969,"service , wine selection , ambiance outstanding deserve recognition .","[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""11""}, {""term"": ""wine selection"", ""polarity"": ""positive"", ""start"": ""13"", ""end"": ""27""}, {""term"": ""ambiance"", ""polarity"": ""positive"", ""start"": ""29"", ""end"": ""37""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]","service , wine selection , ambiance outstanding deserve recognition .","the service, wine selection, ambiance are all outstanding and deserve recognition.","['the', 'service', ',', 'wine', 'selection', ',', 'ambiance', 'are', 'all', 'outstanding', 'and', 'deserve', 'recognition', '.']","['service', ',', 'wine', 'selection', ',', 'ambiance', 'outstanding', 'deserve', 'recognition', '.']","['service', ',', 'wine', 'selection', ',', 'ambiance', 'outstanding', 'deserve', 'recognition', '.']","service , wine selection , ambiance outstanding deserve recognition ."
1674,"went last night year anniversery , impressed .",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]","went last night year anniversery , impressed .","went there last night for year anniversery, and wasn t all that impressed.","['went', 'there', 'last', 'night', 'for', 'year', 'anniversery', ',', 'and', 'wasn', 'all', 'that', 'impressed', '.']","['went', 'last', 'night', 'year', 'anniversery', ',', 'impressed', '.']","['went', 'last', 'night', 'year', 'anniversery', ',', 'impressed', '.']","went last night year anniversery , impressed ."
1330,it rather pathetic it took an hour to seat u .,[],"[{""category"": ""service"", ""polarity"": ""negative""}]",it rather pathetic it took an hour to seat u .,it was rather pathetic that it took them over an hour to seat us.,"['it', 'was', 'rather', 'pathetic', 'that', 'it', 'took', 'them', 'over', 'an', 'hour', 'to', 'seat', 'us', '.']","['it', 'rather', 'pathetic', 'it', 'took', 'an', 'hour', 'to', 'seat', 'us', '.']","['it', 'rather', 'pathetic', 'it', 'took', 'an', 'hour', 'to', 'seat', 'u', '.']",it rather pathetic it took an hour to seat u .
763,"we seated promptly a we reservation , however service slow .","[{""term"": ""reservations"", ""polarity"": ""positive"", ""start"": ""34"", ""end"": ""46""}, {""term"": ""service"", ""polarity"": ""negative"", ""start"": ""71"", ""end"": ""78""}]","[{""category"": ""service"", ""polarity"": ""conflict""}]","we seated promptly a we reservation , however service slow .","we were seated promptly as we had reservations, however after that the service was slow.","['we', 'were', 'seated', 'promptly', 'as', 'we', 'had', 'reservations', ',', 'however', 'after', 'that', 'the', 'service', 'was', 'slow', '.']","['we', 'seated', 'promptly', 'as', 'we', 'reservations', ',', 'however', 'service', 'slow', '.']","['we', 'seated', 'promptly', 'a', 'we', 'reservation', ',', 'however', 'service', 'slow', '.']","we seated promptly a we reservation , however service slow ."
332,at first slightly skeptical it sushi in middle of nyc .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",at first slightly skeptical it sushi in middle of nyc .,at first i was slightly skeptical because it was a sushi restaurant in the middle of nyc.,"['at', 'first', 'was', 'slightly', 'skeptical', 'because', 'it', 'was', 'sushi', 'restaurant', 'in', 'the', 'middle', 'of', 'nyc', '.']","['at', 'first', 'slightly', 'skeptical', 'it', 'sushi', 'in', 'middle', 'of', 'nyc', '.']","['at', 'first', 'slightly', 'skeptical', 'it', 'sushi', 'in', 'middle', 'of', 'nyc', '.']",at first slightly skeptical it sushi in middle of nyc .
754,"it really also service , is good waiter friendly .","[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""21"", ""end"": ""28""}, {""term"": ""waiters"", ""polarity"": ""positive"", ""start"": ""46"", ""end"": ""53""}]","[{""category"": ""service"", ""polarity"": ""positive""}]","it really also service , is good waiter friendly .","it s really also the service, is good and the waiters are friendly.","['it', 'really', 'also', 'the', 'service', ',', 'is', 'good', 'and', 'the', 'waiters', 'are', 'friendly', '.']","['it', 'really', 'also', 'service', ',', 'is', 'good', 'waiters', 'friendly', '.']","['it', 'really', 'also', 'service', ',', 'is', 'good', 'waiter', 'friendly', '.']","it really also service , is good waiter friendly ."
2248,suan recommendation am glad we heeded .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",suan recommendation am glad we heeded .,suan was a recommendation that i am glad we heeded.,"['suan', 'was', 'recommendation', 'that', 'am', 'glad', 'we', 'heeded', '.']","['suan', 'recommendation', 'am', 'glad', 'we', 'heeded', '.']","['suan', 'recommendation', 'am', 'glad', 'we', 'heeded', '.']",suan recommendation am glad we heeded .
691,"food pretty good , but little flavorless portion small , including dessert .","[{""term"": ""food"", ""polarity"": ""conflict"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""dessert"", ""polarity"": ""negative"", ""start"": ""89"", ""end"": ""96""}, {""term"": ""portions"", ""polarity"": ""negative"", ""start"": ""58"", ""end"": ""66""}]","[{""category"": ""food"", ""polarity"": ""conflict""}]","food pretty good , but little flavorless portion small , including dessert .","the food was pretty good, but a little flavorless and the portions very small, including dessert.","['the', 'food', 'was', 'pretty', 'good', ',', 'but', 'little', 'flavorless', 'and', 'the', 'portions', 'very', 'small', ',', 'including', 'dessert', '.']","['food', 'pretty', 'good', ',', 'but', 'little', 'flavorless', 'portions', 'small', ',', 'including', 'dessert', '.']","['food', 'pretty', 'good', ',', 'but', 'little', 'flavorless', 'portion', 'small', ',', 'including', 'dessert', '.']","food pretty good , but little flavorless portion small , including dessert ."
3363,we visit at least month .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",we visit at least month .,we visit at least once a month.,"['we', 'visit', 'at', 'least', 'once', 'month', '.']","['we', 'visit', 'at', 'least', 'month', '.']","['we', 'visit', 'at', 'least', 'month', '.']",we visit at least month .
999,"it is set far small street it on , is no traffic noise .","[{""term"": ""traffic noise"", ""polarity"": ""positive"", ""start"": ""61"", ""end"": ""74""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]","it is set far small street it on , is no traffic noise .","it is set far from the small street it s on, and there is no traffic noise.","['it', 'is', 'set', 'far', 'from', 'the', 'small', 'street', 'it', 'on', ',', 'and', 'there', 'is', 'no', 'traffic', 'noise', '.']","['it', 'is', 'set', 'far', 'small', 'street', 'it', 'on', ',', 'is', 'no', 'traffic', 'noise', '.']","['it', 'is', 'set', 'far', 'small', 'street', 'it', 'on', ',', 'is', 'no', 'traffic', 'noise', '.']","it is set far small street it on , is no traffic noise ."
2503,"also , is popular family , so if re bothered by child running loose like wild animal , come later at night to avoid .",[],"[{""category"": ""ambience"", ""polarity"": ""neutral""}]","also , is popular family , so if re bothered by child running loose like wild animal , come later at night to avoid .","also, the place is popular with families, so if you re bothered by children running loose like wild animals, come later at night to avoid them.","['also', ',', 'the', 'place', 'is', 'popular', 'with', 'families', ',', 'so', 'if', 'you', 're', 'bothered', 'by', 'children', 'running', 'loose', 'like', 'wild', 'animals', ',', 'come', 'later', 'at', 'night', 'to', 'avoid', 'them', '.']","['also', ',', 'is', 'popular', 'families', ',', 'so', 'if', 're', 'bothered', 'by', 'children', 'running', 'loose', 'like', 'wild', 'animals', ',', 'come', 'later', 'at', 'night', 'to', 'avoid', '.']","['also', ',', 'is', 'popular', 'family', ',', 'so', 'if', 're', 'bothered', 'by', 'child', 'running', 'loose', 'like', 'wild', 'animal', ',', 'come', 'later', 'at', 'night', 'to', 'avoid', '.']","also , is popular family , so if re bothered by child running loose like wild animal , come later at night to avoid ."
1310,ll keep short .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",ll keep short .,i ll keep this short.,"['ll', 'keep', 'this', 'short', '.']","['ll', 'keep', 'short', '.']","['ll', 'keep', 'short', '.']",ll keep short .
940,felt a though eating in paris .,[],"[{""category"": ""ambience"", ""polarity"": ""positive""}]",felt a though eating in paris .,i felt as though i were eating in paris.,"['felt', 'as', 'though', 'were', 'eating', 'in', 'paris', '.']","['felt', 'as', 'though', 'eating', 'in', 'paris', '.']","['felt', 'a', 'though', 'eating', 'in', 'paris', '.']",felt a though eating in paris .
