review_id,text,aspects,sentiments
475,"small wait , but shorter expected .",['small wait'],"[{'aspect': 'small wait', 'sentiment': 'negative', 'score': -0.17, 'context': 'small wait , but shorter expected .'}]"
476,lobster sandwich is although it good it not nearly enough to warrant price .,['lobster sandwich'],"[{'aspect': 'lobster sandwich', 'sentiment': 'negative', 'score': -0.7, 'context': 'lobster sandwich is although it good it not'}]"
477,"may , owner always smile on warmly greet .",['warmly greet'],"[{'aspect': 'warmly greet', 'sentiment': 'positive', 'score': 0.45, 'context': 'may , owner always smile on warmly greet .'}]"
478,ve lived in ny year it .,['ny year'],"[{'aspect': 'ny year', 'sentiment': 'neutral', 'score': 0.0, 'context': 've lived in ny year it .'}]"
479,read mocaramel review felt compelled to respond .,['mocaramel review'],"[{'aspect': 'mocaramel review', 'sentiment': 'neutral', 'score': 0.0, 'context': 'read mocaramel review felt compelled to respond .'}]"
480,side ok incredibly salty .,[],[]
481,it hit every time,[],[]
482,"reason , seafood on menu unavailable except salmon .",['unavailable menu'],"[{'aspect': 'unavailable menu', 'sentiment': 'neutral', 'score': 0.0}]"
483,"not large place , but it cute cozy .","['large place', 'not large place']","[{'aspect': 'large place', 'sentiment': 'conflict', 'score': -0.06, 'context': 'not large place , but it cute cozy .'}, {'aspect': 'not large place', 'sentiment': 'conflict', 'score': -0.06, 'context': 'not large place , but it cute cozy .'}]"
484,be fooled by crowd of people .,[],[]
485,no way .,['no way'],"[{'aspect': 'no way', 'sentiment': 'neutral', 'score': -0.0, 'context': 'no way .'}]"
486,"beverage excellent , dessert good .","['beverage excellent , dessert', 'excellent dessert']","[{'aspect': 'beverage excellent , dessert', 'sentiment': 'positive', 'score': 0.85, 'context': 'beverage excellent , dessert good .'}, {'aspect': 'excellent dessert', 'sentiment': 'neutral', 'score': 0.0}]"
487,hostess waitress incredibly rude everything could to rush u .,['hostess waitress'],"[{'aspect': 'hostess waitress', 'sentiment': 'negative', 'score': -0.6, 'context': 'hostess waitress incredibly rude everything could to rush'}]"
488,"next time , we dare ordering anything else simple asian appetizer drink .","['simple asian appetizer drink', 'appetizer drink', 'asian appetizer', 'next time', 'simple drink']","[{'aspect': 'simple asian appetizer drink', 'sentiment': 'neutral', 'score': 0.0, 'context': ', we dare ordering anything else simple asian appetizer drink .'}, {'aspect': 'appetizer drink', 'sentiment': 'neutral', 'score': 0.0, 'context': 'dare ordering anything else simple asian appetizer drink .'}, {'aspect': 'asian appetizer', 'sentiment': 'neutral', 'score': 0.0, 'context': 'we dare ordering anything else simple asian appetizer drink .'}, {'aspect': 'next time', 'sentiment': 'neutral', 'score': 0.0, 'context': 'next time , we dare ordering anything else'}, {'aspect': 'simple drink', 'sentiment': 'neutral', 'score': 0.0}]"
489,"please if thinking it go , stay wait be disappointed .",[],[]
490,must say view of nyc is so beautiful !,[],[]
491,"if like to nice light meal an asian accent , long tan is good on slope .","['nice meal', 'light meal', 'an asian accent', 'to nice light meal', 'asian accent', 'long tan']","[{'aspect': 'nice meal', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'light meal', 'sentiment': 'positive', 'score': 0.24, 'context': 'if like to nice light meal an asian accent , long tan'}, {'aspect': 'an asian accent', 'sentiment': 'positive', 'score': 0.33, 'context': 'if like to nice light meal an asian accent , long tan is good on'}, {'aspect': 'to nice light meal', 'sentiment': 'positive', 'score': 0.24, 'context': 'if like to nice light meal an asian accent , long tan'}, {'aspect': 'asian accent', 'sentiment': 'positive', 'score': 0.33, 'context': 'like to nice light meal an asian accent , long tan is good on'}, {'aspect': 'long tan', 'sentiment': 'positive', 'score': 0.26, 'context': 'light meal an asian accent , long tan is good on slope .'}]"
492,"going nice dinner , like nice ambiance a well a good food .","['nice dinner', 'good food', 'nice ambiance']","[{'aspect': 'nice dinner', 'sentiment': 'positive', 'score': 0.6, 'context': 'going nice dinner , like nice ambiance a well'}, {'aspect': 'good food', 'sentiment': 'positive', 'score': 0.65, 'context': 'like nice ambiance a well a good food .'}, {'aspect': 'nice ambiance', 'sentiment': 'positive', 'score': 0.63, 'context': 'going nice dinner , like nice ambiance a well a good food .'}]"
493,"lazy folk want to come to alphabet city , say , good stay .","['good stay', 'lazy folk', 'alphabet city']","[{'aspect': 'good stay', 'sentiment': 'positive', 'score': 0.7, 'context': 'to alphabet city , say , good stay .'}, {'aspect': 'lazy folk', 'sentiment': 'negative', 'score': -0.25, 'context': 'lazy folk want to come to alphabet city'}, {'aspect': 'alphabet city', 'sentiment': 'positive', 'score': 0.22, 'context': 'lazy folk want to come to alphabet city , say , good stay .'}]"
494,"otherwise , great service price nice friendly atmosphere .","['nice atmosphere', 'friendly atmosphere', 'service price', 'great price']","[{'aspect': 'nice atmosphere', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'friendly atmosphere', 'sentiment': 'positive', 'score': 0.59, 'context': 'otherwise , great service price nice friendly atmosphere .'}, {'aspect': 'service price', 'sentiment': 'positive', 'score': 0.59, 'context': 'otherwise , great service price nice friendly atmosphere .'}, {'aspect': 'great price', 'sentiment': 'neutral', 'score': 0.0}]"
495,highly recommend a great value excellent sushi service .,"['excellent service', 'sushi service', 'great value']","[{'aspect': 'excellent service', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'sushi service', 'sentiment': 'positive', 'score': 0.65, 'context': 'highly recommend a great value excellent sushi service .'}, {'aspect': 'great value', 'sentiment': 'positive', 'score': 0.65, 'context': 'highly recommend a great value excellent sushi service .'}]"
496,would be so much better served by run by group actually understands customer service .,['customer service'],"[{'aspect': 'customer service', 'sentiment': 'neutral', 'score': 0.0, 'context': 'by run by group actually understands customer service .'}]"
497,service good to excellent along attitude .,['good service'],"[{'aspect': 'good service', 'sentiment': 'neutral', 'score': 0.0}]"
498,"is my fourth try two year period , done .","['my fourth try', 'year period', 'fourth try']","[{'aspect': 'my fourth try', 'sentiment': 'neutral', 'score': 0.0, 'context': 'is my fourth try two year period , done .'}, {'aspect': 'year period', 'sentiment': 'neutral', 'score': 0.0, 'context': 'is my fourth try two year period , done .'}, {'aspect': 'fourth try', 'sentiment': 'neutral', 'score': 0.0, 'context': 'is my fourth try two year period , done .'}]"
499,food is awesome definitely try striped bass .,['striped bass'],"[{'aspect': 'striped bass', 'sentiment': 'positive', 'score': 0.28, 'context': 'food is awesome definitely try striped bass .'}]"
500,"music get little loud at time , but it made me want to lean closer to my beautiful wife , a , got whiff of corriander .","['beautiful wife', 'my beautiful wife']","[{'aspect': 'beautiful wife', 'sentiment': 'positive', 'score': 0.85, 'context': 'want to lean closer to my beautiful wife , a , got whiff of'}, {'aspect': 'my beautiful wife', 'sentiment': 'positive', 'score': 0.85, 'context': 'me want to lean closer to my beautiful wife , a , got whiff of'}]"
501,black white shake came good also .,"['white shake', 'black shake', 'black white shake']","[{'aspect': 'white shake', 'sentiment': 'positive', 'score': 0.18, 'context': 'black white shake came good also .'}, {'aspect': 'black shake', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'black white shake', 'sentiment': 'positive', 'score': 0.18, 'context': 'black white shake came good also .'}]"
502,it simply best meal in nyc .,['best meal'],"[{'aspect': 'best meal', 'sentiment': 'positive', 'score': 1.0, 'context': 'it simply best meal in nyc .'}]"
503,probably would not go ...,[],[]
504,passing by sometime finally decided to go in dinner .,[],[]
505,"seating if trying to get maximum amount of people , so be nice to neighbor .",['maximum amount'],"[{'aspect': 'maximum amount', 'sentiment': 'positive', 'score': 0.6, 'context': 'seating if trying to get maximum amount of people , so be nice'}]"
506,ordered chu chu curry my friend ordered pad thai chicken .,"['chu chu', 'my friend', 'pad thai chicken']","[{'aspect': 'chu chu', 'sentiment': 'neutral', 'score': 0.0, 'context': 'ordered chu chu curry my friend ordered pad thai'}, {'aspect': 'my friend', 'sentiment': 'negative', 'score': -0.6, 'context': 'ordered chu chu curry my friend ordered pad thai chicken .'}, {'aspect': 'pad thai chicken', 'sentiment': 'negative', 'score': -0.6, 'context': 'chu chu curry my friend ordered pad thai chicken .'}]"
507,we go on monday prix fixe experience food comparable to blue ribbon .,"['prix food', 'experience food', 'monday prix', 'blue ribbon', 'comparable food', 'fixe experience']","[{'aspect': 'prix food', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'experience food', 'sentiment': 'neutral', 'score': 0.0, 'context': 'we go on monday prix fixe experience food comparable to blue ribbon .'}, {'aspect': 'monday prix', 'sentiment': 'neutral', 'score': 0.0, 'context': 'we go on monday prix fixe experience food comparable to blue'}, {'aspect': 'blue ribbon', 'sentiment': 'neutral', 'score': 0.0, 'context': 'prix fixe experience food comparable to blue ribbon .'}, {'aspect': 'comparable food', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'fixe experience', 'sentiment': 'neutral', 'score': 0.0, 'context': 'we go on monday prix fixe experience food comparable to blue ribbon .'}]"
508,tuk tuk is my second favorite neighborhood thai first joya .,"['favorite neighborhood', 'second neighborhood', 'tuk tuk']","[{'aspect': 'favorite neighborhood', 'sentiment': 'positive', 'score': 0.25, 'context': 'tuk tuk is my second favorite neighborhood thai first joya .'}, {'aspect': 'second neighborhood', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'tuk tuk', 'sentiment': 'positive', 'score': 0.25, 'context': 'tuk tuk is my second favorite neighborhood thai'}]"
509,"however , ve got amazing pastrami soup hit .",['amazing pastrami soup'],"[{'aspect': 'amazing pastrami soup', 'sentiment': 'positive', 'score': 0.6, 'context': 'however , ve got amazing pastrami soup hit .'}]"
510,great bagel made old fashioned way .,"['old way', 'great bagel', 'old fashioned way', 'fashioned way']","[{'aspect': 'old way', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'great bagel', 'sentiment': 'positive', 'score': 0.45, 'context': 'great bagel made old fashioned way .'}, {'aspect': 'old fashioned way', 'sentiment': 'positive', 'score': 0.45, 'context': 'great bagel made old fashioned way .'}, {'aspect': 'fashioned way', 'sentiment': 'positive', 'score': 0.45, 'context': 'great bagel made old fashioned way .'}]"
511,"is really good , inexpensive sushi .","['good sushi', 'inexpensive sushi']","[{'aspect': 'good sushi', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'inexpensive sushi', 'sentiment': 'positive', 'score': 1.05, 'context': 'is really good , inexpensive sushi .'}]"
512,"my personal favorite is an everything bagel with lox spread , but bagles unbeliavably good .","['my personal favorite', 'lox spread', 'everything bagel', 'personal favorite', 'an everything bagel']","[{'aspect': 'my personal favorite', 'sentiment': 'positive', 'score': 0.25, 'context': 'my personal favorite is an everything bagel with lox'}, {'aspect': 'lox spread', 'sentiment': 'positive', 'score': 0.6, 'context': 'favorite is an everything bagel with lox spread , but bagles unbeliavably good .'}, {'aspect': 'everything bagel', 'sentiment': 'positive', 'score': 0.25, 'context': 'my personal favorite is an everything bagel with lox spread , but bagles'}, {'aspect': 'personal favorite', 'sentiment': 'positive', 'score': 0.25, 'context': 'my personal favorite is an everything bagel with lox'}, {'aspect': 'an everything bagel', 'sentiment': 'positive', 'score': 0.25, 'context': 'my personal favorite is an everything bagel with lox spread , but bagles'}]"
513,"even complained at if food at least tasted good but quality of food crappy , .",[],[]
514,next hour half we stood in crowded lobby area of touristy listening to type of explanation of we not seated .,"['hour half', 'crowded lobby', 'next hour', 'lobby area', 'crowded lobby area']","[{'aspect': 'hour half', 'sentiment': 'neutral', 'score': -0.08, 'context': 'next hour half we stood in crowded lobby area'}, {'aspect': 'crowded lobby', 'sentiment': 'neutral', 'score': -0.08, 'context': 'next hour half we stood in crowded lobby area of touristy listening to type'}, {'aspect': 'next hour', 'sentiment': 'neutral', 'score': -0.08, 'context': 'next hour half we stood in crowded lobby'}, {'aspect': 'lobby area', 'sentiment': 'negative', 'score': -0.17, 'context': 'hour half we stood in crowded lobby area of touristy listening to type of'}, {'aspect': 'crowded lobby area', 'sentiment': 'neutral', 'score': -0.08, 'context': 'next hour half we stood in crowded lobby area of touristy listening to type of'}]"
515,pizza is delicious proprietor is one of nicest in nyc .,['delicious proprietor'],"[{'aspect': 'delicious proprietor', 'sentiment': 'positive', 'score': 1.0, 'context': 'pizza is delicious proprietor is one of nicest in nyc'}]"
516,"also good client lunch meeting , esp .","['good meeting', 'client meeting', 'lunch meeting']","[{'aspect': 'good meeting', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'client meeting', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'lunch meeting', 'sentiment': 'positive', 'score': 0.7, 'context': 'also good client lunch meeting , esp .'}]"
517,we ever paid not even waving magic wand ever get u back repeat performance .,"['u back repeat performance', 'back repeat', 'magic wand', 'repeat performance']","[{'aspect': 'u back repeat performance', 'sentiment': 'positive', 'score': 0.25, 'context': 'even waving magic wand ever get u back repeat performance .'}, {'aspect': 'back repeat', 'sentiment': 'positive', 'score': 0.25, 'context': 'waving magic wand ever get u back repeat performance .'}, {'aspect': 'magic wand', 'sentiment': 'negative', 'score': -0.25, 'context': 'we ever paid not even waving magic wand ever get u back repeat performance'}, {'aspect': 'repeat performance', 'sentiment': 'positive', 'score': 0.25, 'context': 'magic wand ever get u back repeat performance .'}]"
518,"decor is dark , cool soothing , food presentation is spectacular , considering low price .","['low price', 'food presentation']","[{'aspect': 'low price', 'sentiment': 'positive', 'score': 0.3, 'context': 'food presentation is spectacular , considering low price .'}, {'aspect': 'food presentation', 'sentiment': 'positive', 'score': 0.2, 'context': 'is dark , cool soothing , food presentation is spectacular , considering low price'}]"
519,waitstaff nice suggested swordfish my husband he enjoyed meal .,"['nice swordfish', 'suggested swordfish', 'my husband', 'waitstaff swordfish']","[{'aspect': 'nice swordfish', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'suggested swordfish', 'sentiment': 'positive', 'score': 0.55, 'context': 'waitstaff nice suggested swordfish my husband he enjoyed meal .'}, {'aspect': 'my husband', 'sentiment': 'positive', 'score': 0.55, 'context': 'waitstaff nice suggested swordfish my husband he enjoyed meal .'}, {'aspect': 'waitstaff swordfish', 'sentiment': 'neutral', 'score': 0.0}]"
520,setting is casual romantic .,[],[]
521,it horrible .,[],[]
522,"terrible , terrible management deserves to be shut .",['terrible management'],"[{'aspect': 'terrible management', 'sentiment': 'negative', 'score': -1.0, 'context': 'terrible , terrible management deserves to be shut .'}]"
523,"great friendly service , fast seating , fast delivery , excellent sushi .","['fast delivery', 'great service', 'excellent sushi', 'great friendly service', 'friendly service', 'fast seating']","[{'aspect': 'fast delivery', 'sentiment': 'positive', 'score': 0.44, 'context': 'friendly service , fast seating , fast delivery , excellent sushi .'}, {'aspect': 'great service', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'excellent sushi', 'sentiment': 'positive', 'score': 0.47, 'context': 'fast seating , fast delivery , excellent sushi .'}, {'aspect': 'great friendly service', 'sentiment': 'positive', 'score': 0.39, 'context': 'great friendly service , fast seating , fast delivery'}, {'aspect': 'friendly service', 'sentiment': 'positive', 'score': 0.39, 'context': 'great friendly service , fast seating , fast delivery'}, {'aspect': 'fast seating', 'sentiment': 'positive', 'score': 0.52, 'context': 'great friendly service , fast seating , fast delivery , excellent sushi'}]"
524,dessert appealing stuffy overpriced french restaurant .,"['french restaurant', 'stuffy restaurant', 'stuffy overpriced french restaurant', 'overpriced restaurant']","[{'aspect': 'french restaurant', 'sentiment': 'positive', 'score': 0.25, 'context': 'dessert appealing stuffy overpriced french restaurant .'}, {'aspect': 'stuffy restaurant', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'stuffy overpriced french restaurant', 'sentiment': 'positive', 'score': 0.25, 'context': 'dessert appealing stuffy overpriced french restaurant .'}, {'aspect': 'overpriced restaurant', 'sentiment': 'neutral', 'score': 0.0}]"
525,"italian food flavor be sort of surprising on ues , service turn nightmare to attentive , sort of remind me of ny yankee of late , no matter bad it look , knew rally around corner ...","['food flavor', 'italian flavor', 'italian food flavor', 'ny yankee']","[{'aspect': 'food flavor', 'sentiment': 'positive', 'score': 0.35, 'context': 'italian food flavor be sort of surprising on ues'}, {'aspect': 'italian flavor', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'italian food flavor', 'sentiment': 'positive', 'score': 0.35, 'context': 'italian food flavor be sort of surprising on ues'}, {'aspect': 'ny yankee', 'sentiment': 'positive', 'score': 0.5, 'context': ', sort of remind me of ny yankee of late , no matter bad'}]"
526,"a many reviewer noticed , order is often slow to arrive is particularly true in evening but is not problem lunch time .","['problem time', 'a many reviewer', 'many reviewer', 'lunch time', 'problem lunch time']","[{'aspect': 'problem time', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'a many reviewer', 'sentiment': 'neutral', 'score': 0.1, 'context': 'a many reviewer noticed , order is often slow'}, {'aspect': 'many reviewer', 'sentiment': 'neutral', 'score': 0.1, 'context': 'a many reviewer noticed , order is often slow'}, {'aspect': 'lunch time', 'sentiment': 'neutral', 'score': -0.0, 'context': 'in evening but is not problem lunch time .'}, {'aspect': 'problem lunch time', 'sentiment': 'negative', 'score': -0.35, 'context': 'true in evening but is not problem lunch time .'}]"
527,"found food to be outstanding , particulary salmon dish .","['salmon dish', 'outstanding dish', 'particulary dish']","[{'aspect': 'salmon dish', 'sentiment': 'positive', 'score': 0.5, 'context': 'food to be outstanding , particulary salmon dish .'}, {'aspect': 'outstanding dish', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'particulary dish', 'sentiment': 'neutral', 'score': 0.0}]"
528,mizu is home to creative unique roll not to found anywhere else .,"['creative unique roll', 'creative roll', 'unique roll']","[{'aspect': 'creative unique roll', 'sentiment': 'negative', 'score': -0.44, 'context': 'mizu is home to creative unique roll not to found anywhere else .'}, {'aspect': 'creative roll', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'unique roll', 'sentiment': 'negative', 'score': -0.44, 'context': 'mizu is home to creative unique roll not to found anywhere else .'}]"
529,"new york time reviewed three time already , know it going to be good .","['new york time', 'york time']","[{'aspect': 'new york time', 'sentiment': 'positive', 'score': 0.14, 'context': 'new york time reviewed three time already , know'}, {'aspect': 'york time', 'sentiment': 'positive', 'score': 0.14, 'context': 'new york time reviewed three time already , know'}]"
530,baluchi solid food nice decor at reasonable price .,"['reasonable price', 'nice decor', 'solid food']","[{'aspect': 'reasonable price', 'sentiment': 'positive', 'score': 0.27, 'context': 'baluchi solid food nice decor at reasonable price .'}, {'aspect': 'nice decor', 'sentiment': 'positive', 'score': 0.27, 'context': 'baluchi solid food nice decor at reasonable price .'}, {'aspect': 'solid food', 'sentiment': 'positive', 'score': 0.27, 'context': 'baluchi solid food nice decor at reasonable price .'}]"
531,"emilio , owner , is often sitting in front table greeting guest a come go .","['front table', 'table guest', 'greeting guest', 'front table greeting guest']","[{'aspect': 'front table', 'sentiment': 'neutral', 'score': 0.0, 'context': 'owner , is often sitting in front table greeting guest a come go .'}, {'aspect': 'table guest', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'greeting guest', 'sentiment': 'neutral', 'score': 0.0, 'context': 'is often sitting in front table greeting guest a come go .'}, {'aspect': 'front table greeting guest', 'sentiment': 'neutral', 'score': 0.0, 'context': 'owner , is often sitting in front table greeting guest a come go .'}]"
532,to spice three time twice lunch at dinner .,"['three time', 'twice lunch']","[{'aspect': 'three time', 'sentiment': 'neutral', 'score': 0.0, 'context': 'to spice three time twice lunch at dinner .'}, {'aspect': 'twice lunch', 'sentiment': 'neutral', 'score': 0.0, 'context': 'to spice three time twice lunch at dinner .'}]"
533,"moules excellent , lobster ravioli salty !",['excellent moules'],"[{'aspect': 'excellent moules', 'sentiment': 'neutral', 'score': 0.0}]"
534,came to expecting to be surprised but left bored overcharged .,[],[]
535,"cheap eat nyc , but not dosa .",['not dosa'],"[{'aspect': 'not dosa', 'sentiment': 'negative', 'score': -0.4, 'context': 'cheap eat nyc , but not dosa .'}]"
536,atmosphere is noisy waiter literally walking around thing a fast a .,"['noisy waiter', 'a fast a', 'fast a']","[{'aspect': 'noisy waiter', 'sentiment': 'positive', 'score': 0.2, 'context': 'atmosphere is noisy waiter literally walking around thing a fast'}, {'aspect': 'a fast a', 'sentiment': 'positive', 'score': 0.2, 'context': 'noisy waiter literally walking around thing a fast a .'}, {'aspect': 'fast a', 'sentiment': 'positive', 'score': 0.2, 'context': 'waiter literally walking around thing a fast a .'}]"
537,"seafood is amazing , good wine list , ever changing menu always offer great surprise .","['good list', 'amazing list', 'ever changing menu', 'wine list', 'changing menu', 'great surprise']","[{'aspect': 'good list', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'amazing list', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'ever changing menu', 'sentiment': 'positive', 'score': 0.7, 'context': 'amazing , good wine list , ever changing menu always offer great surprise .'}, {'aspect': 'wine list', 'sentiment': 'positive', 'score': 0.65, 'context': 'seafood is amazing , good wine list , ever changing menu always offer'}, {'aspect': 'changing menu', 'sentiment': 'positive', 'score': 0.75, 'context': ', good wine list , ever changing menu always offer great surprise .'}, {'aspect': 'great surprise', 'sentiment': 'positive', 'score': 0.8, 'context': ', ever changing menu always offer great surprise .'}]"
538,usually order wine indian so comment on wine list or wine .,"['so comment', 'wine list']","[{'aspect': 'so comment', 'sentiment': 'negative', 'score': -0.25, 'context': 'usually order wine indian so comment on wine list or wine .'}, {'aspect': 'wine list', 'sentiment': 'neutral', 'score': 0.0, 'context': 'order wine indian so comment on wine list or wine .'}]"
539,pastrami or corned beef juicy piled high ask extra rye bread .,"['extra rye bread', 'corned beef juicy', 'extra bread', 'rye bread']","[{'aspect': 'extra rye bread', 'sentiment': 'neutral', 'score': 0.08, 'context': 'corned beef juicy piled high ask extra rye bread .'}, {'aspect': 'corned beef juicy', 'sentiment': 'neutral', 'score': 0.08, 'context': 'pastrami or corned beef juicy piled high ask extra rye bread'}, {'aspect': 'extra bread', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'rye bread', 'sentiment': 'neutral', 'score': 0.08, 'context': 'beef juicy piled high ask extra rye bread .'}]"
540,"glass of champagne , not expensive bottle of wine after dinner drink .","['dinner drink', 'expensive bottle']","[{'aspect': 'dinner drink', 'sentiment': 'negative', 'score': -0.25, 'context': 'not expensive bottle of wine after dinner drink .'}, {'aspect': 'expensive bottle', 'sentiment': 'negative', 'score': -0.25, 'context': 'glass of champagne , not expensive bottle of wine after dinner drink .'}]"
541,"really though , seasoning ?",[],[]
542,"food ok , at least food available .",[],[]
543,"by dinner time , turn it around mount huge comeback ! !","['dinner time', 'huge comeback', 'mount huge comeback']","[{'aspect': 'dinner time', 'sentiment': 'positive', 'score': 0.4, 'context': 'by dinner time , turn it around mount huge'}, {'aspect': 'huge comeback', 'sentiment': 'positive', 'score': 0.63, 'context': 'time , turn it around mount huge comeback ! !'}, {'aspect': 'mount huge comeback', 'sentiment': 'positive', 'score': 0.63, 'context': 'dinner time , turn it around mount huge comeback ! !'}]"
544,waitress patient u food is phenomenal !,"['waitress patient u food', 'u food', 'waitress food']","[{'aspect': 'waitress patient u food', 'sentiment': 'positive', 'score': 0.62, 'context': 'waitress patient u food is phenomenal !'}, {'aspect': 'u food', 'sentiment': 'positive', 'score': 0.62, 'context': 'waitress patient u food is phenomenal !'}, {'aspect': 'waitress food', 'sentiment': 'neutral', 'score': 0.0}]"
545,"ambience nice , but service so great .",['great service'],"[{'aspect': 'great service', 'sentiment': 'neutral', 'score': 0.0}]"
546,"solid wine list , knowledgeable staff , friendly owner an adventurous , ever changing menu keep u coming back .","['solid wine list', 'knowledgeable staff', 'solid list', 'adventurous menu', 'friendly owner', 'wine list', 'changing menu']","[{'aspect': 'solid wine list', 'sentiment': 'positive', 'score': 0.19, 'context': 'solid wine list , knowledgeable staff , friendly owner'}, {'aspect': 'knowledgeable staff', 'sentiment': 'positive', 'score': 0.29, 'context': 'solid wine list , knowledgeable staff , friendly owner an adventurous ,'}, {'aspect': 'solid list', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'adventurous menu', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'friendly owner', 'sentiment': 'positive', 'score': 0.44, 'context': 'wine list , knowledgeable staff , friendly owner an adventurous , ever changing menu'}, {'aspect': 'wine list', 'sentiment': 'positive', 'score': 0.19, 'context': 'solid wine list , knowledgeable staff , friendly owner'}, {'aspect': 'changing menu', 'sentiment': 'positive', 'score': 0.29, 'context': 'friendly owner an adventurous , ever changing menu keep u coming back .'}]"
547,people work always so friendly forget in new york sometimes .,"['friendly forget', 'new york', 'so friendly forget']","[{'aspect': 'friendly forget', 'sentiment': 'positive', 'score': 0.26, 'context': 'people work always so friendly forget in new york sometimes .'}, {'aspect': 'new york', 'sentiment': 'positive', 'score': 0.26, 'context': 'work always so friendly forget in new york sometimes .'}, {'aspect': 'so friendly forget', 'sentiment': 'positive', 'score': 0.26, 'context': 'people work always so friendly forget in new york sometimes .'}]"
548,"we even see menu , a waiter described special main dish .","['special main dish', 'special dish', 'main dish', 'a waiter']","[{'aspect': 'special main dish', 'sentiment': 'positive', 'score': 0.26, 'context': 'see menu , a waiter described special main dish .'}, {'aspect': 'special dish', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'main dish', 'sentiment': 'positive', 'score': 0.26, 'context': 'menu , a waiter described special main dish .'}, {'aspect': 'a waiter', 'sentiment': 'positive', 'score': 0.26, 'context': 'we even see menu , a waiter described special main dish .'}]"
549,location ambience is ok but food is make up it .,['location ambience'],"[{'aspect': 'location ambience', 'sentiment': 'positive', 'score': 0.5, 'context': 'location ambience is ok but food is make'}]"
550,"otherwise , good stuff late nite eats .","['nite eats', 'good stuff']","[{'aspect': 'nite eats', 'sentiment': 'positive', 'score': 0.2, 'context': 'otherwise , good stuff late nite eats .'}, {'aspect': 'good stuff', 'sentiment': 'positive', 'score': 0.2, 'context': 'otherwise , good stuff late nite eats .'}]"
551,"dinner ok , nothing would .",[],[]
552,it is thick slightly soggy .,[],[]
553,not if to sit inside .,[],[]
554,love know gourmet food by excellence !,['gourmet food'],"[{'aspect': 'gourmet food', 'sentiment': 'positive', 'score': 0.62, 'context': 'love know gourmet food by excellence !'}]"
555,"plan to come look forward to trying assortment of bruschetta , panini ...",[],[]
556,great people watching a others do to .,"['a others', 'great people']","[{'aspect': 'a others', 'sentiment': 'positive', 'score': 0.8, 'context': 'great people watching a others do to .'}, {'aspect': 'great people', 'sentiment': 'positive', 'score': 0.8, 'context': 'great people watching a others do to .'}]"
557,maybe it an unintentional mistake but ve experienced restaurant so appreciate practice .,"['appreciate practice', 'unintentional mistake', 'so appreciate practice']","[{'aspect': 'appreciate practice', 'sentiment': 'positive', 'score': 0.8, 'context': 'mistake but ve experienced restaurant so appreciate practice .'}, {'aspect': 'unintentional mistake', 'sentiment': 'positive', 'score': 0.8, 'context': 'maybe it an unintentional mistake but ve experienced restaurant so appreciate'}, {'aspect': 'so appreciate practice', 'sentiment': 'positive', 'score': 0.8, 'context': 'unintentional mistake but ve experienced restaurant so appreciate practice .'}]"
558,"two people in party felt like something else , volare immediately obliged two great dish not in regular menu .","['two great dish', 'regular menu', 'great dish', 'two people']","[{'aspect': 'two great dish', 'sentiment': 'negative', 'score': -0.4, 'context': 'something else , volare immediately obliged two great dish not in regular menu .'}, {'aspect': 'regular menu', 'sentiment': 'negative', 'score': -0.4, 'context': 'obliged two great dish not in regular menu .'}, {'aspect': 'great dish', 'sentiment': 'negative', 'score': -0.4, 'context': 'else , volare immediately obliged two great dish not in regular menu .'}, {'aspect': 'two people', 'sentiment': 'neutral', 'score': 0.0, 'context': 'two people in party felt like something else'}]"
559,he offer subpar service no personality .,"['no personality', 'subpar service']","[{'aspect': 'no personality', 'sentiment': 'neutral', 'score': -0.0, 'context': 'he offer subpar service no personality .'}, {'aspect': 'subpar service', 'sentiment': 'neutral', 'score': -0.0, 'context': 'he offer subpar service no personality .'}]"
